,0
569,0.0
570,2.0
571,2.0
572,2.0
573,2.0
574,0.0
575,0.0
576,0.0
577,1.0
578,1.0
579,0.0
580,2.0
581,0.0
582,0.0
583,0.0
584,0.0
585,5.0
586,2.0
587,0.0
588,0.0
589,0.0
590,1.0
591,0.0
592,0.0
593,7.0
594,1.0
595,0.0
596,3.0
597,2.0
598,2.0
599,0.0
600,0.0
601,0.0
602,1.0
603,1.0
604,0.0
605,2.0
606,0.0
607,0.0
608,0.0
609,0.0
610,4.0
611,2.0
612,5.0
613,3.0
614,1.0
615,4.0
616,5.0
617,1.0
618,3.0
619,1.0
620,0.0
621,3.0
622,12.0
623,18.0
624,14.0
625,9.0
626,4.0
627,11.0
628,5.0
629,4.0
630,20.0
631,1.0
632,16.0
633,19.0
634,9.0
635,18.0
636,40.0
637,37.0
638,33.0
639,20.0
640,4.0
641,19.0
642,95.0
643,73.0
644,88.0
645,67.0
646,97.0
647,112.0
648,61.0
649,83.0
650,188.0
651,63.0
652,128.0
653,168.0
654,85.0
655,137.0
656,192.0
657,142.0
658,95.0
659,42.0
660,25.0
661,42.0
662,194.0
663,557.0
664,355.0
665,412.0
666,335.0
667,405.0
668,162.0
669,395.0
670,765.0
671,265.0
672,304.0
673,475.0
674,385.0
675,480.0
676,827.0
677,793.0
678,468.0
679,131.0
680,26.0
681,157.0
682,406.0
683,1.0959999999999999
684,750.0
685,949.0
686,685.0
687,207.0
688,198.0
689,266.0
690,1.0190000000000001
691,339.0
692,282.0
693,969.0
694,341.0
695,484.0
696,1.3
697,1.161
698,858.0
699,84.0
700,41.0
701,30.0
702,593.0
703,200.0
704,411.0
705,777.0
706,38.0
707,74.0
708,14.0
709,32.0
710,123.0
711,43.0
712,360.0
713,422.0
714,148.0
715,354.0
716,269.0
717,491.0
718,0.0
719,3.0
720,7.0
721,3.0
722,17.0
723,158.0
724,123.0
725,44.0
726,20.0
727,37.0
728,16.0
729,9.0
730,82.0
731,53.0
732,6.0
733,37.0
734,46.0
735,35.0
736,770.0
737,65.0
738,0.0
739,43.0
740,62.0
741,8.0
742,2.0
743,62.0
744,92.0
745,6.0
746,10.0
747,92.0
748,32.0
749,3.0
750,81.0
751,30.0
752,25.0
753,16.0
754,49.0
755,107.0
756,275.0
757,52.0
758,0.0
759,7.0
760,69.0
761,6.0
762,5.0
763,64.0
764,6.0
765,12.0
766,20.0
767,6.0
768,10.0
769,11.0
770,116.0
771,49.0
772,17.0
773,49.0
774,50.0
775,46.0
776,140.0
777,45.0
778,0.0
779,2.0
780,18.0
781,1.0
782,2.0
783,11.0
784,4.0
785,5.0
786,5.0
787,0.0
788,13.0
789,1.0
790,11.0
791,5.0
792,3.0
793,20.0
794,25.0
795,24.0
796,22.0
797,20.0
798,0.0
799,0.0
800,51.0
801,0.0
802,8.0
803,2.0
804,0.0
805,8.0
806,4.0
807,0.0
808,1.0
809,3.0
810,13.0
811,6.0
812,12.0
813,19.0
814,12.0
815,10.0
816,30.0
817,40.0
818,2.0
819,7.0
820,6.0
821,5.0
822,5.0
823,3.0
824,12.0
825,78.0
826,9.0
827,23.0
828,7.0
829,13.0
830,9.0
831,22.0
832,45.0
833,56.0
834,74.0
835,33.0
836,90.0
837,119.0
838,71.0
839,11.0
840,39.0
841,9.0
842,146.0
843,180.0
844,177.0
845,676.0
846,123.0
847,116.0
848,108.0
849,199.0
850,640.0
851,271.0
852,234.0
853,248.0
854,202.0
855,356.0
856,1.137
857,1.975
858,321.0
859,259.0
860,180.0
861,501.0
862,741.0
863,1.867
864,1.207
865,2.316
866,1.422
867,2.241
868,861.0
869,1.321
870,3.727
871,1.2429999999999999
872,3.011
873,1.276
874,3.852
875,4.564
876,3.611
877,6.316
878,267.0
879,216.0
880,189.0
881,166.0
882,928.0
883,1.401
884,911.0
885,2.812
886,2.218
887,1.36
888,998.0
889,3.091
890,2.781
891,1.295
892,2.392
893,1.739
894,3.057
895,5.882000000000001
896,3.1189999999999998
897,4.033
898,83.0
899,479.0
900,145.0
901,332.0
902,695.0
903,725.0
904,710.0
905,545.0
906,721.0
907,215.0
908,632.0
909,2.189
910,889.0
911,694.0
912,1.238
913,1.202
914,952.0
915,2.494
916,2.105
917,1.581
918,6.0
919,32.0
920,27.0
921,244.0
922,259.0
923,169.0
924,209.0
925,261.0
926,59.0
927,90.0
928,39.0
929,973.0
930,354.0
931,399.0
932,682.0
933,220.0
934,676.0
935,1.054
936,591.0
937,552.0
938,196.0
939,2.0
940,60.0
941,22.0
942,44.0
943,147.0
944,53.0
945,17.0
946,23.0
947,7.0
948,0.0
949,102.0
950,123.0
951,121.0
952,80.0
953,236.0
954,293.0
955,565.0
956,133.0
957,0.0
958,114.0
959,31.0
960,24.0
961,125.0
962,439.0
963,158.0
964,303.0
965,225.0
966,373.0
967,314.0
968,177.0
969,297.0
970,101.0
971,179.0
972,125.0
973,132.0
974,256.0
975,285.0
976,154.0
977,0.0
978,157.0
979,32.0
980,101.0
981,204.0
982,223.0
983,122.0
984,143.0
985,277.0
986,113.0
987,235.0
988,117.0
989,206.0
990,156.0
991,200.0
992,231.0
993,107.0
994,143.0
995,418.0
996,100.0
997,0.0
998,83.0
999,65.0
1000,4.0
1001,146.0
1002,274.0
1003,115.0
1004,158.0
1005,199.0
1006,141.0
1007,135.0
1008,249.0
1009,156.0
1010,90.0
1011,404.0
1012,363.0
1013,148.0
1014,229.0
1015,281.0
1016,163.0
1017,0.0
1018,55.0
1019,23.0
1020,26.0
1021,110.0
1022,376.0
1023,89.0
1024,76.0
1025,60.0
1026,64.0
1027,151.0
1028,40.0
1029,103.0
1030,149.0
1031,396.0
1032,108.0
1033,183.0
1034,190.0
1035,217.0
1036,94.0
1037,0.0
1038,76.0
1039,71.0
1040,85.0
1041,166.0
1042,106.0
1043,124.0
1044,120.0
1045,43.0
1046,161.0
1047,56.0
1048,34.0
1049,198.0
1050,189.0
1051,326.0
1052,141.0
1053,224.0
1054,144.0
1055,259.0
1056,121.0
1057,55.0
1058,64.0
1059,178.0
1060,98.0
1061,118.0
1062,140.0
1063,289.0
1064,211.0
1065,68.0
1066,270.0
1067,72.0
1068,92.0
1069,192.0
1070,345.0
1071,385.0
1072,208.0
1073,243.0
1074,242.0
1075,416.0
1076,329.0
1077,219.0
1078,107.0
1079,202.0
1080,248.0
1081,549.0
1082,261.0
1083,310.0
1084,269.0
1085,229.0
1086,811.0
1087,271.0
1088,321.0
1089,519.0
1090,578.0
1091,906.0
1092,362.0
1093,249.0
1094,306.0
1095,345.0
1096,300.0
1097,815.0
1098,453.0
1099,633.0
1100,979.0
1101,1.827
1102,1.0390000000000001
1103,1.43
1104,948.0
1105,995.0
1106,3.734
1107,611.0
1108,439.0
1109,2.423
1110,1.795
1111,1.835
1112,610.0
1113,674.0
1114,829.0
1115,724.0
1116,1.018
1117,2.718
1118,1.275
1119,2.285
1120,3.964
1121,6.439
1122,8.847000000000001
1123,6.433
1124,4.066
1125,3.0060000000000002
1126,7.438
1127,4.837
1128,3.61
1129,5.3229999999999995
1130,7.086
1131,7.495
1132,2.681
1133,2.6039999999999996
1134,7.956
1135,1.819
1136,1.791
1137,1.969
1138,1.307
1139,3.35
1140,1.6869999999999998
1141,5.414
1142,4.263999999999999
1143,4.81
1144,8.405
1145,2.079
1146,4.981
1147,7.691
1148,2.552
1149,5.263999999999999
1150,2.166
1151,4.607
1152,1.969
1153,2.763
1154,4.989
1155,1.415
1156,4.005
1157,49.0
1158,49.0
1159,114.0
1160,699.0
1161,1.02
1162,533.0
1163,1.736
1164,1.595
1165,239.0
1166,2.126
1167,3.175
1168,402.0
1169,605.0
1170,176.0
1171,168.0
1172,288.0
1173,348.0
1174,1.705
1175,408.0
1176,174.0
1177,82.0
1178,37.0
1179,24.0
1180,158.0
1181,848.0
1182,710.0
1183,423.0
1184,116.0
1185,169.0
1186,259.0
1187,52.0
1188,308.0
1189,226.0
1190,230.0
1191,477.0
1192,131.0
1193,144.0
1194,1.4080000000000001
1195,164.0
1196,0.0
1197,47.0
1198,1.0
1199,11.0
1200,33.0
1201,264.0
1202,143.0
1203,384.0
1204,211.0
1205,304.0
1206,166.0
1207,347.0
1208,288.0
1209,32.0
1210,273.0
1211,103.0
1212,115.0
1213,207.0
1214,100.0
1215,91.0
1216,0.0
1217,16.0
1218,6.0
1219,0.0
1220,75.0
1221,9.0
1222,5.0
1223,25.0
1224,23.0
1225,3.0
1226,12.0
1227,8.0
1228,63.0
1229,2.0
1230,41.0
1231,49.0
1232,18.0
1233,25.0
1234,13.0
1235,9.0
1236,0.0
1237,30.0
1238,9.0
1239,0.0
1240,17.0
1241,3.0
1242,1.0
1243,5.0
1244,3.0
1245,2.0
1246,2.0
1247,3.0
1248,40.0
1249,6.0
1250,10.0
1251,17.0
1252,6.0
1253,20.0
1254,4.0
1255,4.0
1256,0.0
1257,6.0
1258,15.0
1259,2.0
1260,5.0
1261,3.0
1262,2.0
1263,4.0
1264,1.0
1265,1.0
1266,0.0
1267,0.0
1268,7.0
1269,1.0
1270,2.0
1271,4.0
1272,4.0
1273,3.0
1274,10.0
1275,6.0
1276,0.0
1277,5.0
1278,7.0
1279,81.0
1280,10.0
1281,0.0
1282,3.0
1283,1.0
1284,0.0
1285,0.0
1286,0.0
1287,0.0
1288,2.0
1289,0.0
1290,19.0
1291,4.0
1292,4.0
1293,17.0
1294,8.0
1295,9.0
1296,1.0
1297,16.0
1298,16.0
1299,38.0
1300,13.0
1301,2.0
1302,1.0
1303,6.0
1304,0.0
1305,1.0
1306,1.0
1307,0.0
1308,3.0
1309,5.0
1310,28.0
1311,5.0
1312,19.0
1313,22.0
1314,45.0
1315,23.0
1316,76.0
1317,83.0
1318,18.0
1319,146.0
1320,12.0
1321,14.0
1322,16.0
1323,14.0
1324,1.0
1325,11.0
1326,3.0
1327,7.0
1328,44.0
1329,18.0
1330,50.0
1331,4.0
1332,47.0
1333,25.0
1334,124.0
1335,26.0
1336,93.0
1337,131.0
1338,79.0
1339,219.0
1340,111.0
1341,109.0
1342,61.0
1343,51.0
1344,50.0
1345,182.0
1346,32.0
1347,26.0
1348,202.0
1349,53.0
1350,278.0
1351,32.0
1352,155.0
1353,127.0
1354,293.0
1355,121.0
1356,590.0
1357,124.0
1358,127.0
1359,801.0
1360,172.0
1361,384.0
1362,144.0
1363,185.0
1364,237.0
1365,241.0
1366,177.0
1367,101.0
1368,357.0
1369,239.0
1370,609.0
1371,177.0
1372,155.0
1373,214.0
1374,370.0
1375,505.0
1376,1.014
1377,309.0
1378,875.0
1379,2.045
1380,1.6059999999999999
1381,1.761
1382,1.217
1383,1.3780000000000001
1384,581.0
1385,964.0
1386,816.0
1387,435.0
1388,502.0
1389,415.0
1390,1.104
1391,466.0
1392,517.0
1393,658.0
1394,1.31
1395,949.0
1396,575.0
1397,524.0
1398,669.0
1399,2.456
1400,2.715
1401,3.327
1402,2.9
1403,2.483
1404,1.012
1405,1.443
1406,1.7530000000000001
1407,1.653
1408,1.652
1409,1.561
1410,995.0
1411,1.081
1412,829.0
1413,1.081
1414,1.328
1415,812.0
1416,276.0
1417,397.0
1418,389.0
1419,545.0
1420,1.787
1421,2.436
1422,3.158
1423,1.36
1424,1.161
1425,1.177
1426,1.655
1427,1.9869999999999999
1428,578.0
1429,1.4409999999999998
1430,631.0
1431,956.0
1432,643.0
1433,1.021
1434,819.0
1435,0.0
1436,0.0
1437,0.0
1438,0.0
1439,0.0
1440,0.0
1441,0.0
1442,0.0
1443,0.0
1444,0.0
1445,0.0
1446,1.0
1447,2.0
1448,2.0
1449,0.0
1450,0.0
1451,0.0
1452,1.0
1453,1.0
1454,1.0
1455,0.0
1456,2.0
1457,0.0
1458,1.0
1459,0.0
1460,1.0
1461,0.0
1462,0.0
1463,0.0
1464,0.0
1465,0.0
1466,0.0
1467,4.0
1468,1.0
1469,0.0
1470,1.0
1471,1.0
1472,0.0
1473,2.0
1474,0.0
1475,0.0
1476,0.0
1477,0.0
1478,0.0
1479,0.0
1480,0.0
1481,0.0
1482,0.0
1483,0.0
1484,1.0
1485,2.0
1486,0.0
1487,0.0
1488,0.0
1489,0.0
1490,1.0
1491,1.0
1492,0.0
1493,1.0
1494,0.0
1495,0.0
1496,0.0
1497,0.0
1498,0.0
1499,1.0
1500,0.0
1501,1.0
1502,0.0
1503,0.0
1504,0.0
1505,1.0
1506,0.0
1507,8.0
1508,1.0
1509,4.0
1510,1.0
1511,2.0
1512,0.0
1513,5.0
1514,1.0
1515,0.0
1516,0.0
1517,2.0
1518,0.0
1519,1.0
1520,0.0
1521,9.0
1522,2.0
1523,3.0
1524,4.0
1525,6.0
1526,9.0
1527,23.0
1528,3.0
1529,0.0
1530,2.0
1531,9.0
1532,2.0
1533,15.0
1534,6.0
1535,2.0
1536,3.0
1537,1.0
1538,3.0
1539,7.0
1540,11.0
1541,6.0
1542,3.0
1543,2.0
1544,21.0
1545,0.0
1546,4.0
1547,21.0
1548,18.0
1549,6.0
1550,4.0
1551,6.0
1552,1.0
1553,42.0
1554,23.0
1555,17.0
1556,4.0
1557,15.0
1558,22.0
1559,33.0
1560,19.0
1561,37.0
1562,24.0
1563,10.0
1564,25.0
1565,12.0
1566,33.0
1567,85.0
1568,53.0
1569,29.0
1570,22.0
1571,27.0
1572,15.0
1573,79.0
1574,44.0
1575,48.0
1576,16.0
1577,9.0
1578,25.0
1579,53.0
1580,36.0
1581,108.0
1582,20.0
1583,40.0
1584,137.0
1585,30.0
1586,37.0
1587,159.0
1588,61.0
1589,55.0
1590,34.0
1591,99.0
1592,53.0
1593,29.0
1594,147.0
1595,33.0
1596,12.0
1597,3.0
1598,12.0
1599,33.0
1600,17.0
1601,100.0
1602,23.0
1603,20.0
1604,73.0
1605,54.0
1606,5.0
1607,196.0
1608,133.0
1609,64.0
1610,31.0
1611,72.0
1612,76.0
1613,58.0
1614,122.0
1615,3.0
1616,8.0
1617,18.0
1618,0.0
1619,19.0
1620,12.0
1621,18.0
1622,18.0
1623,1.0
1624,13.0
1625,6.0
1626,3.0
1627,6.0
1628,0.0
1629,15.0
1630,3.0
1631,34.0
1632,21.0
1633,9.0
1634,66.0
1635,0.0
1636,1.0
1637,0.0
1638,0.0
1639,1.0
1640,0.0
1641,0.0
1642,2.0
1643,0.0
1644,0.0
1645,4.0
1646,0.0
1647,0.0
1648,1.0
1649,0.0
1650,0.0
1651,0.0
1652,3.0
1653,1.0
1654,0.0
1655,0.0
1656,0.0
1657,0.0
1658,1.0
1659,1.0
1660,0.0
1661,0.0
1662,0.0
1663,0.0
1664,0.0
1665,0.0
1666,0.0
1667,1.0
1668,0.0
1669,0.0
1670,2.0
1671,0.0
1672,0.0
1673,0.0
1674,0.0
1675,33.0
1676,5.0
1677,1.0
1678,2.0
1679,4.0
1680,1.0
1681,4.0
1682,13.0
1683,0.0
1684,12.0
1685,4.0
1686,52.0
1687,3.0
1688,1.0
1689,10.0
1690,11.0
1691,76.0
1692,43.0
1693,13.0
1694,0.0
1695,10.0
1696,5.0
1697,5.0
1698,4.0
1699,11.0
1700,5.0
1701,1.0
1702,45.0
1703,3.0
1704,20.0
1705,12.0
1706,15.0
1707,42.0
1708,25.0
1709,15.0
1710,17.0
1711,60.0
1712,24.0
1713,8.0
1714,0.0
1715,8.0
1716,1.0
1717,2.0
1718,4.0
1719,28.0
1720,3.0
1721,3.0
1722,14.0
1723,9.0
1724,5.0
1725,11.0
1726,3.0
1727,5.0
1728,35.0
1729,13.0
1730,15.0
1731,25.0
1732,107.0
1733,9.0
1734,0.0
1735,2.0
1736,3.0
1737,2.0
1738,2.0
1739,22.0
1740,0.0
1741,4.0
1742,1.0
1743,2.0
1744,8.0
1745,8.0
1746,7.0
1747,3.0
1748,74.0
1749,16.0
1750,15.0
1751,33.0
1752,57.0
1753,7.0
1754,0.0
1755,16.0
1756,2.0
1757,8.0
1758,5.0
1759,1.0
1760,0.0
1761,5.0
1762,0.0
1763,1.0
1764,2.0
1765,7.0
1766,3.0
1767,2.0
1768,20.0
1769,14.0
1770,18.0
1771,17.0
1772,48.0
1773,10.0
1774,6.0
1775,6.0
1776,9.0
1777,9.0
1778,18.0
1779,19.0
1780,3.0
1781,8.0
1782,5.0
1783,4.0
1784,4.0
1785,12.0
1786,3.0
1787,7.0
1788,15.0
1789,22.0
1790,9.0
1791,18.0
1792,49.0
1793,37.0
1794,37.0
1795,9.0
1796,16.0
1797,12.0
1798,9.0
1799,27.0
1800,4.0
1801,9.0
1802,11.0
1803,13.0
1804,5.0
1805,25.0
1806,5.0
1807,18.0
1808,35.0
1809,20.0
1810,17.0
1811,30.0
1812,42.0
1813,3.0
1814,38.0
1815,60.0
1816,26.0
1817,30.0
1818,60.0
1819,118.0
1820,12.0
1821,12.0
1822,29.0
1823,82.0
1824,13.0
1825,17.0
1826,39.0
1827,93.0
1828,12.0
1829,53.0
1830,47.0
1831,35.0
1832,78.0
1833,30.0
1834,108.0
1835,64.0
1836,14.0
1837,38.0
1838,46.0
1839,252.0
1840,47.0
1841,8.0
1842,87.0
1843,63.0
1844,78.0
1845,57.0
1846,53.0
1847,108.0
1848,48.0
1849,30.0
1850,61.0
1851,228.0
1852,128.0
1853,58.0
1854,20.0
1855,23.0
1856,88.0
1857,19.0
1858,113.0
1859,159.0
1860,48.0
1861,62.0
1862,10.0
1863,79.0
1864,100.0
1865,13.0
1866,32.0
1867,38.0
1868,62.0
1869,37.0
1870,89.0
1871,307.0
1872,58.0
1873,56.0
1874,4.0
1875,9.0
1876,3.0
1877,3.0
1878,22.0
1879,49.0
1880,42.0
1881,0.0
1882,0.0
1883,112.0
1884,3.0
1885,18.0
1886,3.0
1887,6.0
1888,7.0
1889,11.0
1890,20.0
1891,141.0
1892,8.0
1893,3.0
