year,state,month,number,date
2009,Piau,Abril,8,"Thursday, January 1, 2009"
2010,Piau,Abril,56,"Friday, January 1, 2010"
2011,Piau,Abril,16,"Saturday, January 1, 2011"
2012,Piau,Abril,119,"Sunday, January 1, 2012"
2013,Piau,Abril,34,"Tuesday, January 1, 2013"
2014,Piau,Abril,63,"Wednesday, January 1, 2014"
2015,Piau,Abril,50,"Thursday, January 1, 2015"
2016,Piau,Abril,35,"Friday, January 1, 2016"
2017,Piau,Abril,25,"Sunday, January 1, 2017"
1998,Piau,Maio,0,"Thursday, January 1, 1998"
1999,Piau,Maio,8,"Friday, January 1, 1999"
2000,Piau,Maio,25,"Saturday, January 1, 2000"
2001,Piau,Maio,36,"Monday, January 1, 2001"
2002,Piau,Maio,84,"Tuesday, January 1, 2002"
2003,Piau,Maio,13,"Wednesday, January 1, 2003"
2004,Piau,Maio,80,"Thursday, January 1, 2004"
2005,Piau,Maio,22,"Saturday, January 1, 2005"
2006,Piau,Maio,0,"Sunday, January 1, 2006"
2007,Piau,Maio,52,"Monday, January 1, 2007"
2008,Piau,Maio,12,"Tuesday, January 1, 2008"
2009,Piau,Maio,12,"Thursday, January 1, 2009"
2010,Piau,Maio,231,"Friday, January 1, 2010"
2011,Piau,Maio,77,"Saturday, January 1, 2011"
2012,Piau,Maio,334,"Sunday, January 1, 2012"
2013,Piau,Maio,40,"Tuesday, January 1, 2013"
2014,Piau,Maio,138,"Wednesday, January 1, 2014"
2015,Piau,Maio,66,"Thursday, January 1, 2015"
2016,Piau,Maio,60,"Friday, January 1, 2016"
2017,Piau,Maio,36,"Sunday, January 1, 2017"
1998,Piau,Junho,46,"Thursday, January 1, 1998"
1999,Piau,Junho,47,"Friday, January 1, 1999"
2000,Piau,Junho,18,"Saturday, January 1, 2000"
2001,Piau,Junho,87,"Monday, January 1, 2001"
2002,Piau,Junho,161,"Tuesday, January 1, 2002"
2003,Piau,Junho,88,"Wednesday, January 1, 2003"
2004,Piau,Junho,239,"Thursday, January 1, 2004"
2005,Piau,Junho,171,"Saturday, January 1, 2005"
2006,Piau,Junho,40,"Sunday, January 1, 2006"
2007,Piau,Junho,303,"Monday, January 1, 2007"
2008,Piau,Junho,33,"Tuesday, January 1, 2008"
2009,Piau,Junho,56,"Thursday, January 1, 2009"
2010,Piau,Junho,208,"Friday, January 1, 2010"
2011,Piau,Junho,462,"Saturday, January 1, 2011"
2012,Piau,Junho,834,"Sunday, January 1, 2012"
2013,Piau,Junho,263,"Tuesday, January 1, 2013"
2014,Piau,Junho,373,"Wednesday, January 1, 2014"
2015,Piau,Junho,283,"Thursday, January 1, 2015"
2016,Piau,Junho,153,"Friday, January 1, 2016"
2017,Piau,Junho,193,"Sunday, January 1, 2017"
1998,Piau,Julho,189,"Thursday, January 1, 1998"
1999,Piau,Julho,123,"Friday, January 1, 1999"
2000,Piau,Julho,75,"Saturday, January 1, 2000"
2001,Piau,Julho,337,"Monday, January 1, 2001"
2002,Piau,Julho,534,"Tuesday, January 1, 2002"
2003,Piau,Julho,407,"Wednesday, January 1, 2003"
2004,Piau,Julho,564,"Thursday, January 1, 2004"
2005,Piau,Julho,445,"Saturday, January 1, 2005"
2006,Piau,Julho,150,"Sunday, January 1, 2006"
2007,Piau,Julho,919,"Monday, January 1, 2007"
2008,Piau,Julho,97,"Tuesday, January 1, 2008"
2009,Piau,Julho,302,"Thursday, January 1, 2009"
2010,Piau,Julho,1.696,"Friday, January 1, 2010"
2011,Piau,Julho,864,"Saturday, January 1, 2011"
2012,Piau,Julho,1.755,"Sunday, January 1, 2012"
2013,Piau,Julho,361,"Tuesday, January 1, 2013"
2014,Piau,Julho,1.177,"Wednesday, January 1, 2014"
2015,Piau,Julho,690,"Thursday, January 1, 2015"
2016,Piau,Julho,754,"Friday, January 1, 2016"
2017,Piau,Julho,643,"Sunday, January 1, 2017"
1998,Piau,Agosto,711,"Thursday, January 1, 1998"
1999,Piau,Agosto,499,"Friday, January 1, 1999"
2000,Piau,Agosto,415,"Saturday, January 1, 2000"
2001,Piau,Agosto,1.133,"Monday, January 1, 2001"
2002,Piau,Agosto,2.28,"Tuesday, January 1, 2002"
2003,Piau,Agosto,864,"Wednesday, January 1, 2003"
2004,Piau,Agosto,1.002,"Thursday, January 1, 2004"
2005,Piau,Agosto,943,"Saturday, January 1, 2005"
2006,Piau,Agosto,911,"Sunday, January 1, 2006"
2007,Piau,Agosto,3.551,"Monday, January 1, 2007"
2008,Piau,Agosto,290,"Tuesday, January 1, 2008"
2009,Piau,Agosto,790,"Thursday, January 1, 2009"
2010,Piau,Agosto,4.035,"Friday, January 1, 2010"
2011,Piau,Agosto,1.958,"Saturday, January 1, 2011"
2012,Piau,Agosto,3.614,"Sunday, January 1, 2012"
2013,Piau,Agosto,1.015,"Tuesday, January 1, 2013"
2014,Piau,Agosto,2.265,"Wednesday, January 1, 2014"
2015,Piau,Agosto,2.057,"Thursday, January 1, 2015"
2016,Piau,Agosto,1.647,"Friday, January 1, 2016"
2017,Piau,Agosto,1.572,"Sunday, January 1, 2017"
1998,Piau,Setembro,1.991,"Thursday, January 1, 1998"
1999,Piau,Setembro,872,"Friday, January 1, 1999"
2000,Piau,Setembro,1.099,"Saturday, January 1, 2000"
2001,Piau,Setembro,2.401,"Monday, January 1, 2001"
2002,Piau,Setembro,2.475,"Tuesday, January 1, 2002"
2003,Piau,Setembro,3.399,"Wednesday, January 1, 2003"
2004,Piau,Setembro,2.662,"Thursday, January 1, 2004"
2005,Piau,Setembro,3.136,"Saturday, January 1, 2005"
2006,Piau,Setembro,1.618,"Sunday, January 1, 2006"
2007,Piau,Setembro,4.078,"Monday, January 1, 2007"
2008,Piau,Setembro,1.472,"Tuesday, January 1, 2008"
2009,Piau,Setembro,1.709,"Thursday, January 1, 2009"
2010,Piau,Setembro,5.392,"Friday, January 1, 2010"
2011,Piau,Setembro,4.402,"Saturday, January 1, 2011"
2012,Piau,Setembro,4.479,"Sunday, January 1, 2012"
2013,Piau,Setembro,2.311,"Tuesday, January 1, 2013"
2014,Piau,Setembro,2.536,"Wednesday, January 1, 2014"
2015,Piau,Setembro,5.828,"Thursday, January 1, 2015"
2016,Piau,Setembro,1.394,"Friday, January 1, 2016"
2017,Piau,Setembro,3.422,"Sunday, January 1, 2017"
1998,Piau,Outubro,2.586,"Thursday, January 1, 1998"
1999,Piau,Outubro,1.438,"Friday, January 1, 1999"
2000,Piau,Outubro,2.558,"Saturday, January 1, 2000"
2001,Piau,Outubro,3.742,"Monday, January 1, 2001"
2002,Piau,Outubro,2.757,"Tuesday, January 1, 2002"
2003,Piau,Outubro,2.332,"Wednesday, January 1, 2003"
2004,Piau,Outubro,2.144,"Thursday, January 1, 2004"
2005,Piau,Outubro,3.263,"Saturday, January 1, 2005"
2006,Piau,Outubro,1.443,"Sunday, January 1, 2006"
2007,Piau,Outubro,2.331,"Monday, January 1, 2007"
2008,Piau,Outubro,1.83,"Tuesday, January 1, 2008"
2009,Piau,Outubro,913,"Thursday, January 1, 2009"
2010,Piau,Outubro,3.863,"Friday, January 1, 2010"
2011,Piau,Outubro,1.484,"Saturday, January 1, 2011"
2012,Piau,Outubro,2.506,"Sunday, January 1, 2012"
2013,Piau,Outubro,1.269,"Tuesday, January 1, 2013"
2014,Piau,Outubro,1.788,"Wednesday, January 1, 2014"
2015,Piau,Outubro,4.068,"Thursday, January 1, 2015"
2016,Piau,Outubro,2.598,"Friday, January 1, 2016"
2017,Piau,Outubro,3.004,"Sunday, January 1, 2017"
1998,Piau,Novembro,424,"Thursday, January 1, 1998"
1999,Piau,Novembro,334,"Friday, January 1, 1999"
2000,Piau,Novembro,450,"Saturday, January 1, 2000"
2001,Piau,Novembro,1.484,"Monday, January 1, 2001"
2002,Piau,Novembro,1.174,"Tuesday, January 1, 2002"
2003,Piau,Novembro,1.248,"Wednesday, January 1, 2003"
2004,Piau,Novembro,1.798,"Thursday, January 1, 2004"
2005,Piau,Novembro,1.599,"Saturday, January 1, 2005"
2006,Piau,Novembro,740,"Sunday, January 1, 2006"
2007,Piau,Novembro,939,"Monday, January 1, 2007"
2008,Piau,Novembro,594,"Tuesday, January 1, 2008"
2009,Piau,Novembro,1.336,"Thursday, January 1, 2009"
2010,Piau,Novembro,1.417,"Friday, January 1, 2010"
2011,Piau,Novembro,825,"Saturday, January 1, 2011"
2012,Piau,Novembro,447,"Sunday, January 1, 2012"
2013,Piau,Novembro,640,"Tuesday, January 1, 2013"
2014,Piau,Novembro,717,"Wednesday, January 1, 2014"
2015,Piau,Novembro,897,"Thursday, January 1, 2015"
2016,Piau,Novembro,1.126,"Friday, January 1, 2016"
2017,Piau,Novembro,449,"Sunday, January 1, 2017"
1998,Piau,Dezembro,119,"Thursday, January 1, 1998"
1999,Piau,Dezembro,74,"Friday, January 1, 1999"
2000,Piau,Dezembro,79,"Saturday, January 1, 2000"
2001,Piau,Dezembro,230,"Monday, January 1, 2001"
2002,Piau,Dezembro,373,"Tuesday, January 1, 2002"
2003,Piau,Dezembro,459,"Wednesday, January 1, 2003"
2004,Piau,Dezembro,788,"Thursday, January 1, 2004"
2005,Piau,Dezembro,486,"Saturday, January 1, 2005"
2006,Piau,Dezembro,339,"Sunday, January 1, 2006"
2007,Piau,Dezembro,317,"Monday, January 1, 2007"
2008,Piau,Dezembro,329,"Tuesday, January 1, 2008"
2009,Piau,Dezembro,570,"Thursday, January 1, 2009"
2010,Piau,Dezembro,357,"Friday, January 1, 2010"
2011,Piau,Dezembro,362,"Saturday, January 1, 2011"
2012,Piau,Dezembro,334,"Sunday, January 1, 2012"
2013,Piau,Dezembro,468,"Tuesday, January 1, 2013"
2014,Piau,Dezembro,346,"Wednesday, January 1, 2014"
2015,Piau,Dezembro,626,"Thursday, January 1, 2015"
2016,Piau,Dezembro,374,"Friday, January 1, 2016"
1998,Rio,Janeiro,0,"Thursday, January 1, 1998"
1999,Rio,Janeiro,0,"Friday, January 1, 1999"
2000,Rio,Janeiro,0,"Saturday, January 1, 2000"
2001,Rio,Janeiro,0,"Monday, January 1, 2001"
2002,Rio,Janeiro,0,"Tuesday, January 1, 2002"
2003,Rio,Janeiro,0,"Wednesday, January 1, 2003"
2004,Rio,Janeiro,1,"Thursday, January 1, 2004"
2005,Rio,Janeiro,5,"Saturday, January 1, 2005"
2006,Rio,Janeiro,12,"Sunday, January 1, 2006"
2007,Rio,Janeiro,0,"Monday, January 1, 2007"
2008,Rio,Janeiro,1,"Tuesday, January 1, 2008"
2009,Rio,Janeiro,3,"Thursday, January 1, 2009"
2010,Rio,Janeiro,13,"Friday, January 1, 2010"
2011,Rio,Janeiro,10,"Saturday, January 1, 2011"
2012,Rio,Janeiro,12,"Sunday, January 1, 2012"
2013,Rio,Janeiro,9,"Tuesday, January 1, 2013"
2014,Rio,Janeiro,35,"Wednesday, January 1, 2014"
2015,Rio,Janeiro,97,"Thursday, January 1, 2015"
2016,Rio,Janeiro,9,"Friday, January 1, 2016"
2017,Rio,Janeiro,15,"Sunday, January 1, 2017"
1998,Rio,Fevereiro,0,"Thursday, January 1, 1998"
1999,Rio,Fevereiro,0,"Friday, January 1, 1999"
2000,Rio,Fevereiro,1,"Saturday, January 1, 2000"
2001,Rio,Fevereiro,3,"Monday, January 1, 2001"
2002,Rio,Fevereiro,1,"Tuesday, January 1, 2002"
2003,Rio,Fevereiro,10,"Wednesday, January 1, 2003"
2004,Rio,Fevereiro,8,"Thursday, January 1, 2004"
2005,Rio,Fevereiro,4,"Saturday, January 1, 2005"
2006,Rio,Fevereiro,7,"Sunday, January 1, 2006"
2007,Rio,Fevereiro,15,"Monday, January 1, 2007"
2008,Rio,Fevereiro,2,"Tuesday, January 1, 2008"
2009,Rio,Fevereiro,5,"Thursday, January 1, 2009"
2010,Rio,Fevereiro,73,"Friday, January 1, 2010"
2011,Rio,Fevereiro,36,"Saturday, January 1, 2011"
2012,Rio,Fevereiro,11,"Sunday, January 1, 2012"
2013,Rio,Fevereiro,12,"Tuesday, January 1, 2013"
2014,Rio,Fevereiro,116,"Wednesday, January 1, 2014"
2015,Rio,Fevereiro,36,"Thursday, January 1, 2015"
2016,Rio,Fevereiro,16,"Friday, January 1, 2016"
2017,Rio,Fevereiro,34,"Sunday, January 1, 2017"
1998,Rio,Março,0,"Thursday, January 1, 1998"
1999,Rio,Março,0,"Friday, January 1, 1999"
2000,Rio,Março,0,"Saturday, January 1, 2000"
2001,Rio,Março,0,"Monday, January 1, 2001"
2002,Rio,Março,1,"Tuesday, January 1, 2002"
2003,Rio,Março,23,"Wednesday, January 1, 2003"
2004,Rio,Março,4,"Thursday, January 1, 2004"
2005,Rio,Março,7,"Saturday, January 1, 2005"
2006,Rio,Março,8,"Sunday, January 1, 2006"
2007,Rio,Março,27,"Monday, January 1, 2007"
2008,Rio,Março,2,"Tuesday, January 1, 2008"
2009,Rio,Março,5,"Thursday, January 1, 2009"
2010,Rio,Março,10,"Friday, January 1, 2010"
2011,Rio,Março,7,"Saturday, January 1, 2011"
2012,Rio,Março,20,"Sunday, January 1, 2012"
2013,Rio,Março,9,"Tuesday, January 1, 2013"
2014,Rio,Março,38,"Wednesday, January 1, 2014"
2015,Rio,Março,23,"Thursday, January 1, 2015"
2016,Rio,Março,16,"Friday, January 1, 2016"
2017,Rio,Março,10,"Sunday, January 1, 2017"
1998,Rio,Abril,0,"Thursday, January 1, 1998"
1999,Rio,Abril,1,"Friday, January 1, 1999"
2000,Rio,Abril,2,"Saturday, January 1, 2000"
2001,Rio,Abril,2,"Monday, January 1, 2001"
2002,Rio,Abril,8,"Tuesday, January 1, 2002"
2003,Rio,Abril,11,"Wednesday, January 1, 2003"
2004,Rio,Abril,3,"Thursday, January 1, 2004"
2005,Rio,Abril,1,"Saturday, January 1, 2005"
2006,Rio,Abril,8,"Sunday, January 1, 2006"
2007,Rio,Abril,9,"Monday, January 1, 2007"
2008,Rio,Abril,2,"Tuesday, January 1, 2008"
2009,Rio,Abril,1,"Thursday, January 1, 2009"
2010,Rio,Abril,10,"Friday, January 1, 2010"
2011,Rio,Abril,12,"Saturday, January 1, 2011"
2012,Rio,Abril,12,"Sunday, January 1, 2012"
2013,Rio,Abril,9,"Tuesday, January 1, 2013"
2014,Rio,Abril,25,"Wednesday, January 1, 2014"
2015,Rio,Abril,24,"Thursday, January 1, 2015"
2016,Rio,Abril,45,"Friday, January 1, 2016"
2017,Rio,Abril,12,"Sunday, January 1, 2017"
1998,Rio,Maio,0,"Thursday, January 1, 1998"
1999,Rio,Maio,7,"Friday, January 1, 1999"
2000,Rio,Maio,5,"Saturday, January 1, 2000"
2001,Rio,Maio,4,"Monday, January 1, 2001"
2002,Rio,Maio,4,"Tuesday, January 1, 2002"
2003,Rio,Maio,1,"Wednesday, January 1, 2003"
2004,Rio,Maio,0,"Thursday, January 1, 2004"
2005,Rio,Maio,11,"Saturday, January 1, 2005"
2006,Rio,Maio,4,"Sunday, January 1, 2006"
2007,Rio,Maio,2,"Monday, January 1, 2007"
2008,Rio,Maio,0,"Tuesday, January 1, 2008"
2009,Rio,Maio,37,"Thursday, January 1, 2009"
2010,Rio,Maio,6,"Friday, January 1, 2010"
2011,Rio,Maio,17,"Saturday, January 1, 2011"
2012,Rio,Maio,18,"Sunday, January 1, 2012"
2013,Rio,Maio,16,"Tuesday, January 1, 2013"
2014,Rio,Maio,20,"Wednesday, January 1, 2014"
2015,Rio,Maio,21,"Thursday, January 1, 2015"
2016,Rio,Maio,30,"Friday, January 1, 2016"
2017,Rio,Maio,15,"Sunday, January 1, 2017"
1998,Rio,Junho,3,"Thursday, January 1, 1998"
1999,Rio,Junho,8,"Friday, January 1, 1999"
2000,Rio,Junho,14,"Saturday, January 1, 2000"
2001,Rio,Junho,13,"Monday, January 1, 2001"
2002,Rio,Junho,13,"Tuesday, January 1, 2002"
2003,Rio,Junho,13,"Wednesday, January 1, 2003"
2004,Rio,Junho,19,"Thursday, January 1, 2004"
2005,Rio,Junho,16,"Saturday, January 1, 2005"
2006,Rio,Junho,19,"Sunday, January 1, 2006"
2007,Rio,Junho,3,"Monday, January 1, 2007"
2008,Rio,Junho,4,"Tuesday, January 1, 2008"
2009,Rio,Junho,33,"Thursday, January 1, 2009"
2010,Rio,Junho,7,"Friday, January 1, 2010"
2011,Rio,Junho,33,"Saturday, January 1, 2011"
2012,Rio,Junho,14,"Sunday, January 1, 2012"
2013,Rio,Junho,17,"Tuesday, January 1, 2013"
2014,Rio,Junho,54,"Wednesday, January 1, 2014"
2015,Rio,Junho,33,"Thursday, January 1, 2015"
2016,Rio,Junho,37,"Friday, January 1, 2016"
2017,Rio,Junho,68,"Sunday, January 1, 2017"
1998,Rio,Julho,21,"Thursday, January 1, 1998"
1999,Rio,Julho,14,"Friday, January 1, 1999"
2000,Rio,Julho,22,"Saturday, January 1, 2000"
2001,Rio,Julho,57,"Monday, January 1, 2001"
2002,Rio,Julho,17,"Tuesday, January 1, 2002"
2003,Rio,Julho,42,"Wednesday, January 1, 2003"
2004,Rio,Julho,23,"Thursday, January 1, 2004"
2005,Rio,Julho,20,"Saturday, January 1, 2005"
2006,Rio,Julho,54,"Sunday, January 1, 2006"
2007,Rio,Julho,15,"Monday, January 1, 2007"
2008,Rio,Julho,14,"Tuesday, January 1, 2008"
2009,Rio,Julho,56,"Thursday, January 1, 2009"
2010,Rio,Julho,55,"Friday, January 1, 2010"
2011,Rio,Julho,121,"Saturday, January 1, 2011"
2012,Rio,Julho,50,"Sunday, January 1, 2012"
2013,Rio,Julho,58,"Tuesday, January 1, 2013"
2014,Rio,Julho,62,"Wednesday, January 1, 2014"
2015,Rio,Julho,74,"Thursday, January 1, 2015"
2016,Rio,Julho,131,"Friday, January 1, 2016"
2017,Rio,Julho,70,"Sunday, January 1, 2017"
1998,Rio,Agosto,21,"Thursday, January 1, 1998"
1999,Rio,Agosto,88,"Friday, January 1, 1999"
2000,Rio,Agosto,34,"Saturday, January 1, 2000"
2001,Rio,Agosto,129,"Monday, January 1, 2001"
2002,Rio,Agosto,184,"Tuesday, January 1, 2002"
2003,Rio,Agosto,191,"Wednesday, January 1, 2003"
2004,Rio,Agosto,74,"Thursday, January 1, 2004"
2005,Rio,Agosto,98,"Saturday, January 1, 2005"
2006,Rio,Agosto,79,"Sunday, January 1, 2006"
2007,Rio,Agosto,189,"Monday, January 1, 2007"
2008,Rio,Agosto,19,"Tuesday, January 1, 2008"
2009,Rio,Agosto,91,"Thursday, January 1, 2009"
2010,Rio,Agosto,316,"Friday, January 1, 2010"
2011,Rio,Agosto,250,"Saturday, January 1, 2011"
2012,Rio,Agosto,72,"Sunday, January 1, 2012"
2013,Rio,Agosto,74,"Tuesday, January 1, 2013"
2014,Rio,Agosto,199,"Wednesday, January 1, 2014"
2015,Rio,Agosto,158,"Thursday, January 1, 2015"
2016,Rio,Agosto,241,"Friday, January 1, 2016"
2017,Rio,Agosto,164,"Sunday, January 1, 2017"
1998,Rio,Setembro,44,"Thursday, January 1, 1998"
1999,Rio,Setembro,192,"Friday, January 1, 1999"
2000,Rio,Setembro,16,"Saturday, January 1, 2000"
2001,Rio,Setembro,60,"Monday, January 1, 2001"
2002,Rio,Setembro,45,"Tuesday, January 1, 2002"
2003,Rio,Setembro,166,"Wednesday, January 1, 2003"
2004,Rio,Setembro,205,"Thursday, January 1, 2004"
2005,Rio,Setembro,46,"Saturday, January 1, 2005"
2006,Rio,Setembro,197,"Sunday, January 1, 2006"
2007,Rio,Setembro,223,"Monday, January 1, 2007"
2008,Rio,Setembro,132,"Tuesday, January 1, 2008"
2009,Rio,Setembro,90,"Thursday, January 1, 2009"
2010,Rio,Setembro,353,"Friday, January 1, 2010"
2011,Rio,Setembro,510,"Saturday, January 1, 2011"
2012,Rio,Setembro,172,"Sunday, January 1, 2012"
2013,Rio,Setembro,117,"Tuesday, January 1, 2013"
2014,Rio,Setembro,318,"Wednesday, January 1, 2014"
2015,Rio,Setembro,85,"Thursday, January 1, 2015"
2016,Rio,Setembro,195,"Friday, January 1, 2016"
2017,Rio,Setembro,728,"Sunday, January 1, 2017"
1998,Rio,Outubro,6,"Thursday, January 1, 1998"
1999,Rio,Outubro,30,"Friday, January 1, 1999"
2000,Rio,Outubro,25,"Saturday, January 1, 2000"
2001,Rio,Outubro,33,"Monday, January 1, 2001"
2002,Rio,Outubro,313,"Tuesday, January 1, 2002"
2003,Rio,Outubro,81,"Wednesday, January 1, 2003"
2004,Rio,Outubro,26,"Thursday, January 1, 2004"
2005,Rio,Outubro,116,"Saturday, January 1, 2005"
2006,Rio,Outubro,12,"Sunday, January 1, 2006"
2007,Rio,Outubro,137,"Monday, January 1, 2007"
2008,Rio,Outubro,42,"Tuesday, January 1, 2008"
2009,Rio,Outubro,18,"Thursday, January 1, 2009"
2010,Rio,Outubro,35,"Friday, January 1, 2010"
2011,Rio,Outubro,114,"Saturday, January 1, 2011"
2012,Rio,Outubro,163,"Sunday, January 1, 2012"
2013,Rio,Outubro,44,"Tuesday, January 1, 2013"
2014,Rio,Outubro,500,"Wednesday, January 1, 2014"
2015,Rio,Outubro,96,"Thursday, January 1, 2015"
2016,Rio,Outubro,30,"Friday, January 1, 2016"
2017,Rio,Outubro,238,"Sunday, January 1, 2017"
1998,Rio,Novembro,6,"Thursday, January 1, 1998"
1999,Rio,Novembro,16,"Friday, January 1, 1999"
2000,Rio,Novembro,2,"Saturday, January 1, 2000"
2001,Rio,Novembro,4,"Monday, January 1, 2001"
2002,Rio,Novembro,11,"Tuesday, January 1, 2002"
2003,Rio,Novembro,5,"Wednesday, January 1, 2003"
2004,Rio,Novembro,49,"Thursday, January 1, 2004"
2005,Rio,Novembro,12,"Saturday, January 1, 2005"
2006,Rio,Novembro,1,"Sunday, January 1, 2006"
2007,Rio,Novembro,1,"Monday, January 1, 2007"
2008,Rio,Novembro,0,"Tuesday, January 1, 2008"
2009,Rio,Novembro,27,"Thursday, January 1, 2009"
2010,Rio,Novembro,23,"Friday, January 1, 2010"
2011,Rio,Novembro,20,"Saturday, January 1, 2011"
2012,Rio,Novembro,13,"Sunday, January 1, 2012"
2013,Rio,Novembro,28,"Tuesday, January 1, 2013"
2014,Rio,Novembro,36,"Wednesday, January 1, 2014"
2015,Rio,Novembro,6,"Thursday, January 1, 2015"
2016,Rio,Novembro,19,"Friday, January 1, 2016"
2017,Rio,Novembro,43,"Sunday, January 1, 2017"
1998,Rio,Dezembro,1,"Thursday, January 1, 1998"
1999,Rio,Dezembro,0,"Friday, January 1, 1999"
2000,Rio,Dezembro,0,"Saturday, January 1, 2000"
2001,Rio,Dezembro,2,"Monday, January 1, 2001"
2002,Rio,Dezembro,8,"Tuesday, January 1, 2002"
2003,Rio,Dezembro,10,"Wednesday, January 1, 2003"
2004,Rio,Dezembro,9,"Thursday, January 1, 2004"
2005,Rio,Dezembro,2,"Saturday, January 1, 2005"
2006,Rio,Dezembro,0,"Sunday, January 1, 2006"
2007,Rio,Dezembro,0,"Monday, January 1, 2007"
2008,Rio,Dezembro,6,"Tuesday, January 1, 2008"
2009,Rio,Dezembro,1,"Thursday, January 1, 2009"
2010,Rio,Dezembro,10,"Friday, January 1, 2010"
2011,Rio,Dezembro,3,"Saturday, January 1, 2011"
2012,Rio,Dezembro,18,"Sunday, January 1, 2012"
2013,Rio,Dezembro,12,"Tuesday, January 1, 2013"
2014,Rio,Dezembro,25,"Wednesday, January 1, 2014"
2015,Rio,Dezembro,11,"Thursday, January 1, 2015"
2016,Rio,Dezembro,5,"Friday, January 1, 2016"
1998,Rio,Janeiro,0,"Thursday, January 1, 1998"
1999,Rio,Janeiro,32,"Friday, January 1, 1999"
2000,Rio,Janeiro,1,"Saturday, January 1, 2000"
2001,Rio,Janeiro,2,"Monday, January 1, 2001"
2002,Rio,Janeiro,4,"Tuesday, January 1, 2002"
2003,Rio,Janeiro,113,"Wednesday, January 1, 2003"
2004,Rio,Janeiro,44,"Thursday, January 1, 2004"
2005,Rio,Janeiro,153,"Saturday, January 1, 2005"
2006,Rio,Janeiro,93,"Sunday, January 1, 2006"
2007,Rio,Janeiro,63,"Monday, January 1, 2007"
2008,Rio,Janeiro,70,"Tuesday, January 1, 2008"
2009,Rio,Janeiro,110,"Thursday, January 1, 2009"
2010,Rio,Janeiro,32,"Friday, January 1, 2010"
2011,Rio,Janeiro,15,"Saturday, January 1, 2011"
2012,Rio,Janeiro,72,"Sunday, January 1, 2012"
2013,Rio,Janeiro,25,"Tuesday, January 1, 2013"
2014,Rio,Janeiro,34,"Wednesday, January 1, 2014"
2015,Rio,Janeiro,45,"Thursday, January 1, 2015"
2016,Rio,Janeiro,15,"Friday, January 1, 2016"
2017,Rio,Janeiro,28,"Sunday, January 1, 2017"
1998,Rio,Fevereiro,0,"Thursday, January 1, 1998"
1999,Rio,Fevereiro,11,"Friday, January 1, 1999"
2000,Rio,Fevereiro,7,"Saturday, January 1, 2000"
2001,Rio,Fevereiro,0,"Monday, January 1, 2001"
2002,Rio,Fevereiro,18,"Tuesday, January 1, 2002"
2003,Rio,Fevereiro,9,"Wednesday, January 1, 2003"
2004,Rio,Fevereiro,5,"Thursday, January 1, 2004"
2005,Rio,Fevereiro,42,"Saturday, January 1, 2005"
2006,Rio,Fevereiro,21,"Sunday, January 1, 2006"
2007,Rio,Fevereiro,9,"Monday, January 1, 2007"
