19790101
27.830,21.792
29.412,21.461
30.087,21.782
26.448,21.511
26.397,21.777
32.646,21.138
28.972,21.050
27.213,21.907
30.349,21.445
31.571,21.469
33.386,21.727
33.331,20.268
33.095,22.088
30.020,21.697
30.625,21.911
29.904,19.709
33.622,21.091
31.367,19.673
28.137,21.823
26.792,21.291
29.400,20.859
27.015,20.364
31.363,22.285
28.788,21.168
30.607,22.358
33.179,22.487
31.221,22.177
25.776,22.655
24.164,21.629
29.787,21.131
28.454,22.199
29.105,22.191
27.097,22.165
26.351,22.810
27.052,20.500
26.721,20.468
29.640,20.839
30.418,22.373
30.069,22.690
30.694,22.753
29.963,23.230
27.408,22.813
30.522,22.565
28.594,21.769
27.134,21.809
31.798,22.049
28.597,22.644
28.931,22.528
30.681,21.163
26.320,20.713
31.861,21.556
35.588,22.681
23.429,18.598
31.210,19.154
31.289,20.489
28.964,19.490
26.268,20.757
24.688,21.229
32.613,19.995
27.394,22.484
26.152,22.391
26.112,22.128
26.103,22.075
29.642,21.996
23.969,20.765
32.220,18.918
29.347,20.709
27.258,21.764
28.955,21.514
28.955,21.570
25.458,20.753
33.220,22.083
27.835,19.327
27.434,19.512
27.692,19.356
32.328,21.192
25.175,20.373
25.183,21.879
25.880,21.557
31.885,19.196
34.449,19.165
31.763,23.330
26.202,22.644
24.256,20.035
24.074,18.090
24.893,20.121
28.949,20.496
29.933,21.045
29.266,20.789
29.039,20.860
26.495,21.768
28.193,22.661
26.733,22.767
26.707,21.366
30.373,19.926
23.020,16.721
25.758,15.462
29.326,15.312
32.746,16.861
30.895,17.154
35.263,17.382
33.267,18.721
28.165,20.559
26.249,21.193
28.000,21.002
26.975,20.489
28.351,20.625
29.391,18.562
27.443,18.778
27.911,21.360
27.515,20.962
24.799,22.102
27.731,21.221
24.254,19.381
26.667,18.290
26.774,16.785
29.194,16.154
31.550,16.451
30.845,19.063
30.386,20.421
27.034,21.013
31.859,18.102
28.770,22.086
28.641,20.373
27.765,18.383
29.547,20.227
30.434,18.775
29.617,17.466
26.688,20.881
27.435,18.557
29.863,19.838
30.884,18.717
28.539,20.529
27.710,20.511
28.050,18.818
33.268,20.369
29.948,20.312
33.116,17.998
27.462,20.204
30.753,19.795
27.608,19.291
31.533,21.319
29.582,20.665
26.995,19.630
30.882,17.250
29.591,19.599
28.659,20.227
29.928,17.200
30.742,20.023
26.539,15.448
24.134,14.558
26.951,12.524
30.718,11.826
32.965,15.954
33.452,16.865
34.699,16.079
32.562,20.803
30.035,19.592
25.321,19.394
22.440,16.028
28.465,15.432
31.343,12.521
32.641,14.096
32.750,16.777
27.696,17.698
24.757,15.415
27.420,13.251
29.442,13.415
31.997,13.645
32.563,14.479
31.683,13.386
33.486,14.861
33.610,17.307
33.406,18.464
32.213,18.202
28.932,16.539
28.190,15.414
30.632,16.861
31.938,16.681
33.775,15.046
33.236,13.864
33.258,18.152
31.467,14.904
29.759,16.070
33.016,14.793
35.218,17.090
31.635,16.056
33.386,14.932
33.869,13.334
32.135,18.330
30.332,16.702
30.983,16.485
32.644,13.719
32.818,16.230
32.288,18.482
33.982,15.424
31.123,21.176
30.405,17.318
33.063,13.539
34.176,18.841
23.072,14.441
31.846,12.895
32.911,17.438
26.405,16.167
34.387,20.188
34.296,19.160
34.467,17.724
32.380,19.575
35.504,21.875
36.809,16.582
34.433,17.803
36.865,16.076
36.841,15.434
37.341,16.743
34.215,21.829
36.518,19.007
36.417,16.274
36.900,19.439
35.973,21.224
34.596,19.375
34.303,18.110
36.826,18.426
38.417,18.251
32.108,17.759
37.978,17.669
38.036,21.310
35.550,20.887
32.071,18.995
30.280,18.748
35.824,19.407
34.328,20.467
39.221,19.788
28.629,16.545
37.209,16.855
35.075,22.794
38.370,21.417
36.302,22.243
34.720,24.612
36.570,22.039
36.429,21.402
36.983,19.003
37.705,21.215
37.595,20.047
39.140,22.005
32.915,22.139
34.907,19.976
30.539,22.372
32.716,20.537
34.390,18.842
39.454,17.552
34.677,22.799
38.041,20.103
34.726,22.590
33.390,21.362
33.333,23.080
34.088,20.765
34.904,21.323
36.090,21.785
36.304,21.442
37.228,23.555
35.380,21.964
31.997,18.226
39.029,19.144
38.985,24.350
37.579,22.069
37.304,22.583
37.620,21.905
34.734,20.235
33.175,20.336
35.172,18.729
34.803,22.370
38.920,21.749
38.980,26.226
40.493,25.201
40.367,21.119
39.425,20.566
37.270,22.797
37.644,22.801
41.607,22.336
33.895,22.343
35.229,22.605
39.335,20.576
41.664,19.889
37.540,20.810
38.011,21.099
36.533,24.523
36.930,22.580
24.992,22.687
34.018,20.864
37.135,20.024
38.491,22.719
39.251,20.563
40.172,18.265
42.018,15.289
42.905,20.022
42.005,23.756
37.245,24.364
27.613,23.267
34.844,21.125
36.651,22.521
31.572,21.041
33.994,21.236
33.898,21.162
34.667,21.355
35.409,22.747
34.659,20.210
32.587,21.853
35.403,22.011
29.416,21.170
36.708,23.173
29.859,22.147
29.977,23.659
28.397,19.973
33.107,19.587
39.514,23.811
35.947,22.386
37.051,24.218
29.549,21.376
31.362,23.282
33.835,22.836
23.967,21.571
34.970,20.533
35.180,19.955
29.836,21.774
30.464,22.581
27.635,22.009
29.334,22.954
25.694,22.203
29.057,20.821
21.405,16.596
33.364,17.045
37.359,16.771
35.428,20.642
35.066,22.891
37.601,23.324
34.179,23.168
35.375,22.645
34.382,23.001
37.753,24.622
36.804,21.877
34.881,21.649
37.142,21.067
35.965,22.418
36.570,23.975
30.763,22.435
35.697,22.783
34.934,22.424
30.518,21.742
30.671,22.291
24.055,17.771
27.545,17.744
30.925,19.923
29.481,20.681
29.678,22.701
25.388,22.209
29.150,20.161
28.992,20.654
25.919,21.543
30.914,20.010
33.394,19.999
30.280,20.797
26.705,22.859
27.906,22.404
32.512,21.875
29.073,21.203
18.509,16.283
24.584,17.238
29.233,19.402
30.580,21.065
29.396,21.518
29.856,21.516
28.380,21.281
29.679,20.581
31.065,21.786
30.428,21.837
31.880,20.652
32.245,21.800
26.928,21.906
28.317,20.239
27.874,20.109
30.969,22.692
27.450,19.735
30.877,19.445
32.598,20.764
30.039,22.237
27.361,20.316
26.647,20.793
31.213,22.076
30.637,21.996
25.770,21.115
30.113,20.948
29.921,21.992
31.518,21.414
31.858,21.371
29.212,21.086
28.274,21.987
28.047,22.198
33.855,21.725
26.773,21.323
28.219,22.259
32.696,22.469
27.511,21.829
31.229,22.312
26.077,20.034
28.970,21.821
33.577,21.445
29.463,21.204
31.695,23.267
28.501,20.245
30.777,18.130
34.409,21.695
31.733,22.641
24.504,22.589
23.882,21.438
29.325,20.861
32.815,19.892
34.703,21.652
30.713,22.692
28.015,21.297
35.893,21.172
29.316,22.300
29.141,22.606
33.768,19.550
34.697,21.853
35.443,18.747
35.807,21.234
31.655,22.025
27.910,20.810
30.157,22.043
31.844,21.338
35.297,20.418
36.215,21.328
29.337,21.390
32.372,19.509
31.370,21.014
24.747,19.347
28.686,19.377
27.347,22.889
29.787,19.894
27.225,21.624
30.775,23.049
24.030,21.877
32.861,22.113
29.479,20.682
25.269,22.470
25.119,22.149
25.922,21.820
27.802,20.596
29.361,21.890
27.167,21.260
31.145,20.848
25.026,21.612
30.049,20.743
31.464,21.638
26.918,22.592
29.487,21.965
28.316,21.683
31.359,21.149
29.477,22.164
27.789,22.542
24.384,20.717
30.432,21.897
27.897,20.313
30.381,21.554
30.130,21.512
30.885,23.022
27.214,22.653
31.885,22.334
31.800,21.019
30.128,22.952
31.043,20.291
20.017,18.285
31.795,18.797
32.368,19.937
32.529,20.079
33.377,19.806
33.900,22.277
34.291,16.651
34.131,18.879
32.725,19.837
30.899,20.320
29.675,20.013
30.438,21.304
31.980,19.929
30.135,20.436
27.311,21.410
26.784,20.709
21.859,14.802
23.126,14.064
24.927,13.412
31.755,13.153
33.405,15.256
31.299,20.733
34.077,20.084
31.481,20.002
32.253,21.620
28.834,21.066
28.651,19.836
32.300,18.723
28.126,20.325
31.721,18.425
29.447,21.006
30.045,20.595
27.854,18.856
27.376,20.115
26.806,20.851
28.817,19.313
29.855,19.651
28.360,17.459
34.258,19.155
32.293,18.858
32.537,18.167
32.461,18.093
32.386,19.483
29.438,19.563
32.017,20.360
28.660,18.360
29.092,21.555
27.470,19.969
26.920,20.328
27.444,18.639
31.342,15.849
33.436,17.187
34.500,16.551
34.517,18.042
33.605,17.103
33.433,16.220
33.591,16.138
33.241,16.805
33.007,20.188
26.098,19.863
29.637,17.511
32.863,15.502
34.118,19.534
33.278,17.598
34.638,17.473
28.451,20.081
29.602,19.852
31.312,17.784
32.407,15.203
31.951,18.102
30.968,20.528
31.296,19.596
27.478,17.867
32.419,16.931
30.409,16.184
33.736,18.797
32.731,19.101
30.245,20.082
26.506,17.365
28.972,14.702
32.274,15.551
33.639,15.570
33.328,17.021
33.287,19.910
34.193,20.208
31.371,16.768
33.397,18.344
35.240,14.256
33.604,18.942
34.357,18.906
34.118,17.251
35.302,16.372
35.800,18.281
35.804,15.804
35.605,15.549
27.988,19.156
29.762,18.278
35.471,18.825
33.924,21.565
36.481,16.826
35.463,19.516
33.877,21.202
33.738,21.232
34.258,18.579
34.382,20.073
36.699,21.034
25.879,16.326
30.698,14.341
35.349,16.707
36.123,17.207
34.655,19.528
35.792,17.100
35.714,20.293
36.385,15.750
37.575,19.907
38.644,20.897
36.530,19.712
36.674,20.928
37.165,22.835
34.589,21.197
35.683,16.721
37.559,20.687
37.827,21.258
30.779,19.339
36.748,15.806
40.281,21.447
35.145,22.707
38.087,19.869
38.158,22.766
37.687,19.784
33.366,21.791
33.629,21.780
35.924,19.264
23.777,17.428
35.593,16.498
40.365,18.425
39.578,17.351
34.755,20.016
38.780,20.401
37.087,18.203
41.537,19.326
36.445,20.656
38.710,21.776
40.236,23.618
41.864,19.723
35.644,23.331
38.686,21.230
27.747,19.280
36.154,21.247
37.515,21.105
42.019,19.721
38.429,25.365
38.149,21.401
27.985,19.873
36.401,15.969
